"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 20 16:40:23 GMT 2023","Thu Jul 20 16:40:25 GMT 2023","1957","","Validar o endpoint /films/{id}","","Validar o endpoint /films/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:41:08 GMT 2023","Thu Jul 20 16:41:09 GMT 2023","891","","Validar o endpoint /vehicles/{id}","","Validar o endpoint /vehicles/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:48 GMT 2023","Thu Jul 20 16:40:50 GMT 2023","1750","","Validar o endpoint /planets","","Validar o endpoint /planets","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:45 GMT 2023","Thu Jul 20 16:40:46 GMT 2023","881","","Validar o endpoint /planets/{id}","","Validar o endpoint /planets/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:40 GMT 2023","Thu Jul 20 16:40:43 GMT 2023","2687","","Validar o endpoint /people","","Validar o endpoint /people","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:41:11 GMT 2023","Thu Jul 20 16:41:13 GMT 2023","1309","","Validar o endpoint /vehicles","","Validar o endpoint /vehicles","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:56 GMT 2023","Thu Jul 20 16:40:58 GMT 2023","2563","","Validar o endpoint /species","","Validar o endpoint /species","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:28 GMT 2023","Thu Jul 20 16:40:34 GMT 2023","6296","","Validar o endpoint /films","","Validar o endpoint /films","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:53 GMT 2023","Thu Jul 20 16:40:53 GMT 2023","814","","Validar o endpoint /species/{id}","","Validar o endpoint /species/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:41:01 GMT 2023","Thu Jul 20 16:41:01 GMT 2023","624","","Validar o endpoint /startships/{id}","","Validar o endpoint /startships/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:40:36 GMT 2023","Thu Jul 20 16:40:37 GMT 2023","934","","Validar o endpoint /people/{id}","","Validar o endpoint /people/{id}","Validar o método GET","Validar o método GET",""
"passed","Thu Jul 20 16:41:04 GMT 2023","Thu Jul 20 16:41:05 GMT 2023","1588","","Validar o endpoint /startships","","Validar o endpoint /startships","Validar o método GET","Validar o método GET",""
